person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag
22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3,56400.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
23,200000,MORTGAGE,7.0,EDUCATION,A,28000,7.49,0,0.14,N,2,200000.0,28000.0,100k+,18-25,25k+,<8%,0,0,0,0
21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,N,2,200000.0,25000.0,100k+,18-25,15k-25k,12%-16%,0,0,0,0
24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4,200000.0,24000.0,100k+,18-25,15k-25k,<8%,0,0,0,0
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,N,3,200000.0,15000.0,100k+,26-35,10k-15k,12%-16%,0,0,0,0
25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,N,2,200000.0,15500.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4,200000.0,10000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2,66000.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,1,0,0
22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3,66000.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4,200000.0,9000.0,100k+,18-25,5k-10k,<8%,0,0,0,0
25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3,200000.0,18000.0,100k+,18-25,15k-25k,16%-20%,0,0,0,1
25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2,200000.0,12000.0,100k+,18-25,10k-15k,8%-12%,0,0,0,0
25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3,200000.0,23050.0,100k+,18-25,15k-25k,12%-16%,0,0,0,0
24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.1,N,3,200000.0,20000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,16.82,1,0.42,Y,2,60000.0,25000.0,50k-75k,18-25,15k-25k,16%-20%,1,1,1,1
21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.21,N,4,14400.0,3000.0,<30k,18-25,<5k,8%-12%,1,0,0,0
26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2,66996.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4,67000.0,25000.0,50k-75k,18-25,15k-25k,<8%,1,1,0,0
24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.37,N,3,67000.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,1,0,0
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3,68000.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2,69000.0,25000.0,50k-75k,18-25,15k-25k,16%-20%,1,1,0,1
25,200000,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0,0.06,N,3,200000.0,12000.0,100k+,18-25,10k-15k,8%-12%,0,0,0,0
26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,1,0.11,N,2,188000.0,20000.0,100k+,26-35,15k-25k,16%-20%,1,0,0,1
26,200000,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0,0.01,N,3,200000.0,3000.0,100k+,26-35,<5k,12%-16%,0,0,0,0
25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,3,69996.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,0,0
22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3,14400.0,4000.0,<30k,18-25,<5k,8%-12%,1,0,0,0
24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4,70000.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,1,0,0
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3,14400.0,6000.0,<30k,18-25,5k-10k,<8%,1,1,0,0
24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,56100.0,25000.0,50k-75k,18-25,15k-25k,16%-20%,1,1,0,1
25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.38,Y,2,66000.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,N,4,66000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.37,N,2,14400.0,5375.0,<30k,18-25,5k-10k,<8%,1,1,0,0
25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.34,N,2,72612.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,0,0
23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3,74000.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,1,0,0
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,75000.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,1,0,0
24,192000,RENT,0.0,MEDICAL,C,22000,13.48,0,0.11,Y,2,192000.0,22000.0,100k+,18-25,15k-25k,12%-16%,0,0,1,0
21,192000,MORTGAGE,123.0,VENTURE,A,20000,6.54,0,0.1,N,4,192000.0,20000.0,100k+,18-25,15k-25k,<8%,0,0,0,0
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4,191000.0,10000.0,100k+,18-25,5k-10k,12%-16%,0,0,0,0
26,190300,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0,0.08,N,3,190300.0,15000.0,100k+,26-35,10k-15k,<8%,0,0,0,0
22,190000,MORTGAGE,3.0,VENTURE,C,10000,13.48,0,0.05,N,3,190000.0,10000.0,100k+,18-25,5k-10k,12%-16%,0,0,0,0
24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,75000.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,1,0,0
22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,71000.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4,190000.0,20000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3,189996.0,24000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.48,1,0.32,Y,2,78000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,1,1,0
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,78000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,1,1,0,0
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,78504.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,1,1,0,0
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,186000.0,10000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
24,185000,MORTGAGE,4.0,EDUCATION,B,35000,12.42,0,0.19,N,2,185000.0,29800.0,100k+,18-25,25k+,12%-16%,0,0,0,0
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,185000.0,15000.0,100k+,18-25,10k-15k,12%-16%,0,0,0,0
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,62050.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,79416.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,1,1,0
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,14400.0,6250.0,<30k,18-25,5k-10k,12%-16%,1,1,0,0
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,79631.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,1,1,0
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,79632.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,1,0,0
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.48,0,0.1,N,4,14400.0,1500.0,<30k,18-25,<5k,12%-16%,0,0,0,0
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,80000.0,25000.0,75k-100k,18-25,15k-25k,<8%,1,1,0,0
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,80000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,1,0,0
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,185000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,185000.0,5000.0,100k+,26-35,<5k,<8%,0,0,0,0
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,184992.0,22000.0,100k+,18-25,15k-25k,12%-16%,0,0,1,0
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,184000.0,2500.0,100k+,18-25,<5k,8%-12%,0,0,0,0
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,172000.0,20000.0,100k+,18-25,15k-25k,12%-16%,1,0,1,0
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,183000.0,20000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,7.49,0,0.01,N,2,183000.0,1000.0,100k+,18-25,<5k,<8%,0,0,0,0
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,182952.0,15000.0,100k+,18-25,10k-15k,<8%,0,0,0,0
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,74004.0,25000.0,50k-75k,18-25,15k-25k,16%-20%,1,1,0,1
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,1,0.34,Y,4,74004.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,81000.0,25000.0,75k-100k,18-25,15k-25k,<8%,1,1,0,0
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,81600.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,1,1,0,0
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,82000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,0,1,0,0
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,83000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,0,1,0,0
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,83000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,0,1,1,0
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,180000.0,18000.0,100k+,18-25,15k-25k,16%-20%,0,0,1,1
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,180000.0,28000.0,100k+,18-25,25k+,<8%,0,0,0,0
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,14400.0,4000.0,<30k,18-25,<5k,16%-20%,1,0,0,1
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,14400.0,2100.0,<30k,18-25,<5k,8%-12%,0,0,0,0
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,84500.0,25000.0,75k-100k,18-25,15k-25k,16%-20%,0,1,0,1
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,85000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,0,0,0,0
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,180000.0,14000.0,100k+,18-25,10k-15k,8%-12%,0,0,0,0
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,180000.0,12000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,142800.0,10000.0,100k+,18-25,5k-10k,16%-20%,1,0,0,1
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,1,0.41,N,4,14664.0,6000.0,<30k,18-25,5k-10k,12%-16%,1,1,0,0
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,87000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,0,0,0,0
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,75000.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,76000.0,25000.0,75k-100k,18-25,15k-25k,16%-20%,1,1,0,1
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,66215.0,25000.0,50k-75k,18-25,15k-25k,12%-16%,1,1,1,0
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,90000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,0,0,0,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,15000.0,6200.0,<30k,18-25,5k-10k,<8%,1,1,0,0
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,180000.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,180000.0,21000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,180000.0,20000.0,100k+,18-25,15k-25k,12%-16%,0,0,1,0
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,180000.0,10000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,180000.0,9950.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,15000.0,4475.0,<30k,18-25,<5k,8%-12%,1,1,0,0
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,78000.0,25000.0,75k-100k,18-25,15k-25k,16%-20%,1,1,1,1
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,66300.0,25000.0,50k-75k,18-25,15k-25k,16%-20%,1,1,1,1
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,90000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,0,0,0,0
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,79000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,1,1,0
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,91800.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,0,0,1,0
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,92000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,0,0,0,0
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,92000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,0,0,1,0
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,93600.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,0,0,0,0
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,15000.0,1750.0,<30k,18-25,<5k,12%-16%,0,0,1,0
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,70550.0,25000.0,50k-75k,18-25,15k-25k,16%-20%,1,1,1,1
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,83800.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,1,1,0
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,175000.0,2600.0,100k+,26-35,<5k,8%-12%,0,0,0,0
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,175000.0,8000.0,100k+,18-25,5k-10k,<8%,0,0,0,0
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,175000.0,18000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,175000.0,21000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,15000.0,4000.0,<30k,18-25,<5k,12%-16%,1,0,0,0
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,15000.0,4600.0,<30k,18-25,<5k,8%-12%,1,1,0,0
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,88000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,1,0
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,74800.0,25000.0,50k-75k,18-25,15k-25k,8%-12%,1,0,0,0
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,88000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,0,0
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,15000.0,1750.0,<30k,18-25,<5k,12%-16%,0,0,1,0
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,88000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,0,0,0
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,100000.0,25000.0,75k-100k,18-25,15k-25k,8%-12%,0,0,0,0
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,15000.0,3600.0,<30k,18-25,<5k,12%-16%,1,0,0,0
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,102400.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,92000.0,25000.0,75k-100k,18-25,15k-25k,16%-20%,1,0,1,1
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,93000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,1,0
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,175000.0,3500.0,100k+,18-25,<5k,8%-12%,0,0,1,0
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,175000.0,7200.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,174708.0,9000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,174000.0,8800.0,100k+,18-25,5k-10k,12%-16%,0,0,0,0
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,174000.0,12000.0,100k+,26-35,10k-15k,12%-16%,0,0,0,0
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,162000.0,25000.0,100k+,18-25,15k-25k,12%-16%,1,0,1,1
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,173467.0,10000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,15000.0,3175.0,<30k,18-25,<5k,8%-12%,1,0,1,0
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,96000.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,1,0
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,15120.0,1500.0,<30k,18-25,<5k,8%-12%,0,0,0,0
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,97908.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,1,0
26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0,0.23,Y,2,110000.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,1,0
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,15204.0,2800.0,<30k,18-25,<5k,8%-12%,1,0,0,0
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,159600.0,29800.0,100k+,18-25,25k+,16%-20%,1,0,1,1
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,171500.0,18000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,170004.0,10000.0,100k+,18-25,5k-10k,8%-12%,0,0,0,0
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,158004.0,25000.0,100k+,18-25,15k-25k,12%-16%,1,0,1,0
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,170000.0,13000.0,100k+,26-35,10k-15k,12%-16%,0,0,0,0
24,83300,RENT,0.0,MEDICAL,D,25000,15.31,1,0.26,N,2,83300.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,0,0
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,110000.0,25000.0,100k+,18-25,15k-25k,12%-16%,0,0,1,0
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,15360.0,2500.0,<30k,18-25,<5k,12%-16%,1,0,0,0
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,134300.0,5000.0,100k+,18-25,<5k,16%-20%,1,0,0,1
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,170000.0,20000.0,100k+,18-25,15k-25k,<8%,0,0,0,0
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,100580.0,25000.0,100k+,18-25,15k-25k,12%-16%,1,0,1,0
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,113000.0,25000.0,100k+,18-25,15k-25k,12%-16%,0,0,1,0
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,120000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,120000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,120000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,91800.0,25000.0,75k-100k,18-25,15k-25k,12%-16%,1,0,1,0
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,15600.0,1000.0,<30k,18-25,<5k,<8%,0,0,0,0
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,108000.0,25000.0,100k+,26-35,15k-25k,12%-16%,1,0,0,0
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,129996.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,130000.0,25000.0,100k+,18-25,15k-25k,16%-20%,0,0,1,1
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,130000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,170000.0,20000.0,100k+,18-25,15k-25k,12%-16%,0,0,0,0
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,170000.0,12000.0,100k+,26-35,10k-15k,12%-16%,0,0,1,0
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,169000.0,14000.0,100k+,18-25,10k-15k,8%-12%,0,0,0,0
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,168750.0,24250.0,100k+,26-35,15k-25k,12%-16%,0,0,1,0
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,168600.0,20000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,168288.0,1800.0,100k+,18-25,<5k,8%-12%,0,0,0,0
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,168000.0,29800.0,100k+,18-25,25k+,8%-12%,0,0,0,0
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,133300.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,15600.0,3300.0,<30k,18-25,<5k,<8%,1,0,0,0
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,134000.0,25000.0,100k+,18-25,15k-25k,16%-20%,0,0,1,1
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,134000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,15600.0,3200.0,<30k,18-25,<5k,16%-20%,1,0,0,1
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,135000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,135660.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,145000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,150000.0,25000.0,100k+,18-25,15k-25k,8%-12%,0,0,0,0
