person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,credit_risk_score,credit_risk_level,predicted_default_probability,model_risk_band,review_priority
28,25000,RENT,HOMEIMPROVEMENT,F,5175,18.43,0.21,Y,22,Very High,0.9908223842216348,75%+,Critical Review
21,32000,RENT,MEDICAL,D,12000,15.31,0.38,Y,19,Very High,0.9907771941719168,75%+,Critical Review
21,34500,RENT,HOMEIMPROVEMENT,D,11500,15.31,0.33,N,16,Very High,0.9907765051264076,75%+,Critical Review
24,44000,MORTGAGE,DEBTCONSOLIDATION,D,25000,15.58,0.57,Y,17,Very High,0.99075496019638,75%+,Critical Review
25,25000,RENT,PERSONAL,D,10000,14.11,0.4,Y,20,Very High,0.9907303233728916,75%+,Critical Review
28,24000,RENT,MEDICAL,D,7950,15.99,0.33,N,15,Very High,0.990715161530026,75%+,Critical Review
44,24300,RENT,VENTURE,D,9750,16.77,0.4,N,17,Very High,0.9906713945629724,75%+,Critical Review
28,36000,MORTGAGE,MEDICAL,E,15450,16.82,0.43,N,14,High,0.9906702532096416,75%+,Critical Review
23,27996,RENT,HOMEIMPROVEMENT,D,8000,17.58,0.29,Y,20,Very High,0.9906545712203724,75%+,Critical Review
28,33600,RENT,MEDICAL,D,13000,14.61,0.39,N,15,Very High,0.990633932391728,75%+,Critical Review
23,25920,RENT,PERSONAL,D,10000,15.58,0.39,N,15,Very High,0.9906119335760772,75%+,Critical Review
31,84000,MORTGAGE,HOMEIMPROVEMENT,G,25000,17.34,0.3,Y,22,Very High,0.990607022190208,75%+,Critical Review
22,47000,RENT,MEDICAL,D,20000,16.77,0.43,N,16,Very High,0.990594278019921,75%+,Critical Review
39,30000,RENT,DEBTCONSOLIDATION,D,9000,16.89,0.3,N,15,Very High,0.9904695906295152,75%+,Critical Review
24,44400,RENT,EDUCATION,F,15650,21.74,0.35,N,19,Very High,0.9904618813692752,75%+,Critical Review
24,30000,RENT,PERSONAL,E,10000,19.29,0.33,N,19,Very High,0.9904579372504576,75%+,Critical Review
36,26000,RENT,PERSONAL,D,10000,15.31,0.38,N,15,Very High,0.9904499225779764,75%+,Critical Review
21,30000,RENT,VENTURE,D,14500,14.59,0.48,Y,21,Very High,0.9904465003881976,75%+,Critical Review
23,30000,RENT,HOMEIMPROVEMENT,D,10000,15.31,0.33,Y,19,Very High,0.9904394285024464,75%+,Critical Review
36,25000,RENT,MEDICAL,D,8000,15.65,0.32,N,14,High,0.9904388629820492,75%+,Critical Review
22,14400,RENT,VENTURE,D,5600,14.59,0.39,Y,21,Very High,0.9904200384082652,75%+,Critical Review
39,49000,RENT,DEBTCONSOLIDATION,F,15175,19.13,0.31,Y,23,Very High,0.9904142833442716,75%+,Critical Review
22,33996,RENT,EDUCATION,D,14900,15.37,0.44,Y,21,Very High,0.9903715356225178,75%+,Critical Review
32,12000,RENT,DEBTCONSOLIDATION,B,6075,12.42,0.51,N,11,High,0.9903383309665128,75%+,Critical Review
23,25920,RENT,EDUCATION,D,10000,15.58,0.39,N,16,Very High,0.9903378751001746,75%+,Critical Review
22,34000,RENT,EDUCATION,D,16000,13.24,0.47,N,16,Very High,0.9903263106734138,75%+,Critical Review
35,49000,RENT,DEBTCONSOLIDATION,D,24000,15.2,0.49,N,14,High,0.9902627587165256,75%+,Critical Review
22,18996,RENT,MEDICAL,D,6000,14.74,0.32,Y,19,Very High,0.9902574717290012,75%+,Critical Review
37,42000,RENT,PERSONAL,E,20000,14.25,0.48,Y,20,Very High,0.9902222354317604,75%+,Critical Review
25,30000,RENT,DEBTCONSOLIDATION,D,9000,17.58,0.3,Y,20,Very High,0.990212054485743,75%+,Critical Review
27,15000,RENT,HOMEIMPROVEMENT,B,7000,12.21,0.47,N,12,High,0.9902096945267308,75%+,Critical Review
22,24000,RENT,PERSONAL,C,15000,12.73,0.63,Y,18,Very High,0.9901934647121357,75%+,Critical Review
29,30000,RENT,PERSONAL,E,10200,17.99,0.34,N,18,Very High,0.9899908770657868,75%+,Critical Review
22,14000,RENT,PERSONAL,D,4750,14.61,0.34,N,15,Very High,0.9899875252187348,75%+,Critical Review
36,33000,RENT,HOMEIMPROVEMENT,D,10800,14.96,0.33,Y,18,Very High,0.9899238966495296,75%+,Critical Review
22,19680,RENT,EDUCATION,D,7750,14.83,0.39,Y,19,Very High,0.9897666449427094,75%+,Critical Review
21,19200,RENT,HOMEIMPROVEMENT,B,10000,10.99,0.52,N,12,High,0.9897548002160018,75%+,Critical Review
22,12000,RENT,MEDICAL,A,6700,7.66,0.56,N,10,High,0.9897545678354532,75%+,Critical Review
27,25000,RENT,DEBTCONSOLIDATION,D,8000,14.84,0.32,N,15,Very High,0.9897375419155104,75%+,Critical Review
24,30000,RENT,PERSONAL,E,10000,19.29,0.33,Y,23,Very High,0.9897139013180472,75%+,Critical Review
28,37000,RENT,DEBTCONSOLIDATION,D,14000,14.42,0.38,N,15,Very High,0.9896517488508264,75%+,Critical Review
21,15996,RENT,MEDICAL,D,4800,15.37,0.3,Y,19,Very High,0.9895693502452144,75%+,Critical Review
25,39000,RENT,MEDICAL,D,16000,14.11,0.41,Y,19,Very High,0.9895476400203944,75%+,Critical Review
25,31000,RENT,DEBTCONSOLIDATION,D,9600,16.77,0.31,N,16,Very High,0.9894957388788348,75%+,Critical Review
35,39996,RENT,MEDICAL,D,16750,14.09,0.42,N,15,Very High,0.989475115812886,75%+,Critical Review
25,30000,RENT,VENTURE,D,14500,14.42,0.48,N,16,Very High,0.9894273598621725,75%+,Critical Review
25,19200,RENT,VENTURE,E,7000,16.82,0.36,Y,23,Very High,0.989380098543456,75%+,Critical Review
29,27840,RENT,PERSONAL,E,8575,19.42,0.31,N,18,Very High,0.9893504015310608,75%+,Critical Review
28,20000,OWN,MEDICAL,E,10000,16.82,0.5,N,16,Very High,0.989346704353716,75%+,Critical Review
28,56000,RENT,DEBTCONSOLIDATION,F,20000,18.25,0.36,Y,21,Very High,0.9893231229626392,75%+,Critical Review
24,18000,RENT,HOMEIMPROVEMENT,A,10000,7.29,0.56,N,10,High,0.989314697152316,75%+,Critical Review
24,15600,RENT,MEDICAL,E,4000,16.32,0.26,N,17,Very High,0.9893053099604217,75%+,Critical Review
31,29000,RENT,DEBTCONSOLIDATION,E,10000,13.75,0.34,N,16,Very High,0.9892529570674166,75%+,Critical Review
22,34000,RENT,HOMEIMPROVEMENT,D,11000,15.99,0.32,N,15,Very High,0.9891864510901636,75%+,Critical Review
33,34000,RENT,DEBTCONSOLIDATION,D,11175,14.96,0.33,N,13,High,0.9891430958673164,75%+,Critical Review
24,18000,RENT,MEDICAL,D,5400,15.99,0.3,Y,19,Very High,0.9889709654845308,75%+,Critical Review
37,65000,RENT,HOMEIMPROVEMENT,F,20000,16.71,0.31,N,18,Very High,0.9888584608478675,75%+,Critical Review
24,45295,RENT,DEBTCONSOLIDATION,D,19650,15.37,0.43,Y,19,Very High,0.988814290291654,75%+,Critical Review
39,40800,RENT,MEDICAL,D,14000,16.0,0.34,Y,20,Very High,0.9887524874899492,75%+,Critical Review
30,50000,RENT,HOMEIMPROVEMENT,E,16000,16.77,0.32,N,18,Very High,0.9887198942860702,75%+,Critical Review
23,29000,RENT,EDUCATION,E,10000,17.93,0.34,Y,23,Very High,0.9886988623180027,75%+,Critical Review
31,29000,RENT,HOMEIMPROVEMENT,C,15075,13.48,0.52,N,12,High,0.9886821156123584,75%+,Critical Review
34,37000,RENT,MEDICAL,D,16000,12.99,0.43,Y,18,Very High,0.9886783066414276,75%+,Critical Review
29,13200,RENT,VENTURE,D,4475,16.89,0.34,N,16,Very High,0.9886763392437852,75%+,Critical Review
26,39000,RENT,MEDICAL,D,15000,15.37,0.38,N,16,Very High,0.9886727929636104,75%+,Critical Review
39,48000,RENT,MEDICAL,D,20500,14.59,0.43,N,14,High,0.988616239164051,75%+,Critical Review
29,40000,OTHER,DEBTCONSOLIDATION,E,15000,16.63,0.38,Y,21,Very High,0.9885944777972786,75%+,Critical Review
24,18000,MORTGAGE,DEBTCONSOLIDATION,B,10000,12.18,0.56,N,12,High,0.9885932756120812,75%+,Critical Review
25,32004,RENT,MEDICAL,D,12000,14.96,0.37,Y,19,Very High,0.988588045631536,75%+,Critical Review
39,30000,RENT,HOMEIMPROVEMENT,E,7675,16.0,0.26,Y,20,Very High,0.9885007431083191,75%+,Critical Review
22,42000,RENT,PERSONAL,D,20000,12.99,0.48,N,16,Very High,0.988482579389371,75%+,Critical Review
31,30000,RENT,DEBTCONSOLIDATION,D,10000,14.42,0.33,N,14,High,0.98846266564173,75%+,Critical Review
26,9600,RENT,VENTURE,D,2950,17.49,0.31,Y,22,Very High,0.9884624482675304,75%+,Critical Review
35,36000,RENT,MEDICAL,D,12000,16.29,0.33,N,15,Very High,0.9884593050155082,75%+,Critical Review
28,32376,RENT,DEBTCONSOLIDATION,F,8000,18.535,0.25,Y,21,Very High,0.9883514535392534,75%+,Critical Review
23,21600,RENT,HOMEIMPROVEMENT,D,6000,14.42,0.28,N,14,High,0.9883239572761552,75%+,Critical Review
22,14400,RENT,DEBTCONSOLIDATION,B,7200,11.71,0.5,N,12,High,0.9882865238300332,75%+,Critical Review
21,24000,RENT,DEBTCONSOLIDATION,C,13000,12.87,0.54,N,13,High,0.9882399776730716,75%+,Critical Review
30,36000,RENT,DEBTCONSOLIDATION,C,24250,12.61,0.67,Y,17,Very High,0.9882360365555592,75%+,Critical Review
40,45996,RENT,DEBTCONSOLIDATION,D,20000,14.61,0.43,N,14,High,0.988206339586058,75%+,Critical Review
25,38000,RENT,PERSONAL,E,15000,16.45,0.39,Y,21,Very High,0.9881807374710228,75%+,Critical Review
23,34255,RENT,VENTURE,G,6000,22.11,0.18,Y,20,Very High,0.988063568159128,75%+,Critical Review
22,25200,RENT,DEBTCONSOLIDATION,D,7500,14.96,0.3,N,14,High,0.9880291066422868,75%+,Critical Review
22,12000,RENT,DEBTCONSOLIDATION,B,6000,8.88,0.5,N,12,High,0.9880040562395184,75%+,Critical Review
22,30712,RENT,DEBTCONSOLIDATION,D,10000,15.65,0.33,Y,19,Very High,0.9879815784117916,75%+,Critical Review
23,45000,RENT,MEDICAL,E,16000,16.45,0.36,Y,21,Very High,0.9879134611491036,75%+,Critical Review
31,13000,RENT,HOMEIMPROVEMENT,B,7000,9.62,0.54,N,9,Medium,0.9878989527031304,75%+,Critical Review
36,34000,RENT,HOMEIMPROVEMENT,E,8000,17.74,0.24,N,16,Very High,0.987882748549851,75%+,Critical Review
24,30000,RENT,MEDICAL,D,10000,14.61,0.33,N,16,Very High,0.987836427839571,75%+,Critical Review
23,39000,RENT,MEDICAL,D,15000,15.28,0.38,N,14,High,0.9878259989531544,75%+,Critical Review
24,35000,RENT,PERSONAL,D,14400,15.7,0.41,N,15,Very High,0.9877842911658652,75%+,Critical Review
41,26400,MORTGAGE,PERSONAL,D,10300,16.29,0.39,Y,19,Very High,0.987783606522065,75%+,Critical Review
31,29000,RENT,HOMEIMPROVEMENT,C,15075,13.48,0.52,N,11,High,0.987782944928264,75%+,Critical Review
27,57000,RENT,HOMEIMPROVEMENT,D,25475,15.99,0.45,Y,19,Very High,0.9877816884804116,75%+,Critical Review
31,29400,RENT,MEDICAL,D,10000,13.87,0.34,N,15,Very High,0.9876986162121232,75%+,Critical Review
24,30000,RENT,MEDICAL,G,2000,21.27,0.07,Y,19,Very High,0.9876453722583732,75%+,Critical Review
44,72136,RENT,HOMEIMPROVEMENT,F,25000,19.41,0.35,N,17,Very High,0.9876219404587976,75%+,Critical Review
36,56900,MORTGAGE,MEDICAL,G,6200,20.16,0.11,N,13,High,0.9876189284937072,75%+,Critical Review
29,27840,RENT,EDUCATION,E,8575,19.42,0.31,Y,22,Very High,0.9876181813449958,75%+,Critical Review
27,36000,RENT,EDUCATION,D,16000,15.7,0.44,N,13,High,0.9875839317766524,75%+,Critical Review
27,20000,RENT,PERSONAL,D,6500,15.65,0.33,N,15,Very High,0.9875503671738836,75%+,Critical Review
24,30000,RENT,DEBTCONSOLIDATION,D,10000,15.31,0.33,Y,19,Very High,0.9875469183777508,75%+,Critical Review
27,34560,MORTGAGE,HOMEIMPROVEMENT,E,10625,16.4,0.31,N,15,Very High,0.987521488560697,75%+,Critical Review
23,35000,RENT,DEBTCONSOLIDATION,B,22250,12.69,0.64,N,12,High,0.9875127661151968,75%+,Critical Review
30,54383,RENT,HOMEIMPROVEMENT,D,25000,15.65,0.46,Y,18,Very High,0.9875053451198652,75%+,Critical Review
29,30000,RENT,EDUCATION,E,10000,16.82,0.33,N,18,Very High,0.987490341327108,75%+,Critical Review
27,35000,RENT,MEDICAL,D,12500,15.65,0.36,Y,17,Very High,0.9874606176422912,75%+,Critical Review
25,45000,RENT,MEDICAL,E,13650,18.79,0.3,N,19,Very High,0.9874220337766232,75%+,Critical Review
22,30000,RENT,MEDICAL,F,7000,17.58,0.23,N,18,Very High,0.9874032116318148,75%+,Critical Review
23,59000,RENT,DEBTCONSOLIDATION,E,24000,19.69,0.41,Y,22,Very High,0.9873979007457928,75%+,Critical Review
32,44000,RENT,PERSONAL,G,5000,20.17,0.11,N,16,Very High,0.9873510329683072,75%+,Critical Review
23,30000,RENT,DEBTCONSOLIDATION,D,10000,15.31,0.33,Y,19,Very High,0.9873067825228614,75%+,Critical Review
22,25200,RENT,MEDICAL,D,7500,14.96,0.3,N,14,High,0.9872261254200544,75%+,Critical Review
23,38400,MORTGAGE,DEBTCONSOLIDATION,D,15000,17.27,0.39,N,15,Very High,0.9871979222236528,75%+,Critical Review
24,55000,RENT,HOMEIMPROVEMENT,D,25000,15.31,0.45,Y,19,Very High,0.9871666171813104,75%+,Critical Review
23,18720,RENT,DEBTCONSOLIDATION,D,5000,16.32,0.27,Y,19,Very High,0.9871287017728176,75%+,Critical Review
39,30400,RENT,MEDICAL,D,10000,15.7,0.33,Y,18,Very High,0.987103642204386,75%+,Critical Review
23,48000,RENT,MEDICAL,D,20000,15.65,0.42,N,14,High,0.987008172144758,75%+,Critical Review
26,38000,MORTGAGE,HOMEIMPROVEMENT,D,15000,15.33,0.39,N,12,High,0.9869617837519324,75%+,Critical Review
40,45996,RENT,DEBTCONSOLIDATION,D,20000,14.61,0.43,Y,18,Very High,0.9868240955329952,75%+,Critical Review
30,39600,RENT,DEBTCONSOLIDATION,F,10000,20.89,0.25,Y,20,Very High,0.9868061216666084,75%+,Critical Review
24,14400,RENT,MEDICAL,D,3825,15.31,0.27,N,14,High,0.9867986218238592,75%+,Critical Review
23,10000,RENT,HOMEIMPROVEMENT,D,2500,14.59,0.25,Y,18,Very High,0.9867403258955276,75%+,Critical Review
46,33099,MORTGAGE,MEDICAL,E,12000,16.82,0.36,N,15,Very High,0.9866943741642604,75%+,Critical Review
24,30000,RENT,MEDICAL,D,9600,14.91,0.32,Y,20,Very High,0.9866644634470864,75%+,Critical Review
22,32400,RENT,MEDICAL,D,10400,14.84,0.32,N,16,Very High,0.986655394281964,75%+,Critical Review
23,48000,RENT,MEDICAL,D,20000,14.96,0.42,N,16,Very High,0.9866062134096188,75%+,Critical Review
25,23000,RENT,DEBTCONSOLIDATION,D,7000,12.49,0.3,Y,20,Very High,0.9865972526313268,75%+,Critical Review
50,19200,RENT,DEBTCONSOLIDATION,F,4000,18.535,0.21,N,16,Very High,0.9865624213500804,75%+,Critical Review
21,52240,RENT,MEDICAL,E,18000,19.69,0.34,N,18,Very High,0.9864928113129652,75%+,Critical Review
25,19200,RENT,EDUCATION,D,6250,15.31,0.33,Y,20,Very High,0.9864744203847168,75%+,Critical Review
25,13000,RENT,PERSONAL,D,4000,15.65,0.31,Y,19,Very High,0.9863652069042724,75%+,Critical Review
23,32698,RENT,DEBTCONSOLIDATION,F,8000,18.43,0.24,Y,21,Very High,0.9863369538174218,75%+,Critical Review
24,60000,RENT,DEBTCONSOLIDATION,E,25000,16.82,0.42,Y,23,Very High,0.9862840550754752,75%+,Critical Review
23,31800,RENT,DEBTCONSOLIDATION,D,10000,15.33,0.31,N,15,Very High,0.9862700906114918,75%+,Critical Review
30,34046,RENT,MEDICAL,D,12000,14.96,0.35,Y,19,Very High,0.9861691087153768,75%+,Critical Review
25,25000,RENT,DEBTCONSOLIDATION,E,6000,16.4,0.24,N,18,Very High,0.9861603516843586,75%+,Critical Review
30,15000,RENT,HOMEIMPROVEMENT,D,4000,13.67,0.27,Y,17,Very High,0.9860918862737352,75%+,Critical Review
22,27600,RENT,DEBTCONSOLIDATION,B,16300,10.99,0.59,N,11,High,0.9860784863388464,75%+,Critical Review
29,32000,RENT,HOMEIMPROVEMENT,D,9250,15.65,0.29,N,12,High,0.9859874451809548,75%+,Critical Review
21,12720,RENT,EDUCATION,A,7500,7.05,0.59,N,10,High,0.9859783568579586,75%+,Critical Review
21,36500,RENT,PERSONAL,D,14400,15.05,0.39,N,16,Very High,0.9859213853054734,75%+,Critical Review
27,54000,RENT,HOMEIMPROVEMENT,F,12750,18.535,0.24,Y,22,Very High,0.985904523090077,75%+,Critical Review
23,18000,RENT,HOMEIMPROVEMENT,C,8500,13.48,0.47,Y,17,Very High,0.9858992547622222,75%+,Critical Review
24,29000,RENT,EDUCATION,D,11000,15.05,0.38,Y,20,Very High,0.9858809047781952,75%+,Critical Review
26,30000,RENT,DEBTCONSOLIDATION,D,9000,15.65,0.3,Y,20,Very High,0.985865209214817,75%+,Critical Review
22,52650,MORTGAGE,DEBTCONSOLIDATION,F,19200,17.26,0.36,N,18,Very High,0.9858565971378392,75%+,Critical Review
31,33276,RENT,MEDICAL,F,8400,18.43,0.25,Y,21,Very High,0.9858185380865362,75%+,Critical Review
24,36000,RENT,EDUCATION,D,13000,17.27,0.36,N,16,Very High,0.9858137379577008,75%+,Critical Review
25,39000,RENT,PERSONAL,D,14000,16.49,0.36,N,17,Very High,0.9857944331166476,75%+,Critical Review
27,31200,OWN,HOMEIMPROVEMENT,F,14000,18.09,0.45,Y,20,Very High,0.9857346560370224,75%+,Critical Review
28,44000,RENT,EDUCATION,E,17500,16.82,0.4,N,17,Very High,0.9856899203549896,75%+,Critical Review
23,46000,RENT,MEDICAL,D,15000,16.0,0.33,N,17,Very High,0.9855021739348152,75%+,Critical Review
23,13000,RENT,HOMEIMPROVEMENT,D,2800,15.21,0.22,N,14,High,0.9854901334960852,75%+,Critical Review
21,21700,RENT,HOMEIMPROVEMENT,D,5500,14.91,0.25,N,14,High,0.985452591552745,75%+,Critical Review
28,19200,RENT,MEDICAL,C,9250,14.22,0.48,N,13,High,0.9854058924743012,75%+,Critical Review
35,17280,RENT,VENTURE,D,7200,12.36,0.42,Y,17,Very High,0.9853849934497984,75%+,Critical Review
22,65000,RENT,EDUCATION,D,34000,17.58,0.52,N,17,Very High,0.985383438806408,75%+,Critical Review
31,59712,RENT,DEBTCONSOLIDATION,E,24000,17.43,0.4,N,18,Very High,0.9853078139928422,75%+,Critical Review
33,57500,RENT,HOMEIMPROVEMENT,D,21000,16.29,0.37,Y,21,Very High,0.985302207967782,75%+,Critical Review
24,35004,RENT,PERSONAL,E,10400,16.82,0.3,N,18,Very High,0.9852958576609412,75%+,Critical Review
21,26000,RENT,EDUCATION,E,7750,16.7,0.3,N,18,Very High,0.98529255055072,75%+,Critical Review
25,36996,RENT,EDUCATION,E,12450,16.32,0.34,N,19,Very High,0.9852788358707076,75%+,Critical Review
32,30000,RENT,MEDICAL,D,9325,13.62,0.31,N,15,Very High,0.9852784590417144,75%+,Critical Review
27,47000,MORTGAGE,DEBTCONSOLIDATION,D,25000,14.96,0.53,Y,16,Very High,0.9852278082000672,75%+,Critical Review
23,28000,MORTGAGE,DEBTCONSOLIDATION,D,9500,15.62,0.34,N,13,High,0.9851538427389438,75%+,Critical Review
31,29000,RENT,MEDICAL,D,9000,15.37,0.31,N,13,High,0.9851318477128868,75%+,Critical Review
22,50000,RENT,DEBTCONSOLIDATION,E,18250,16.7,0.36,Y,21,Very High,0.9850539926464704,75%+,Critical Review
29,33000,RENT,HOMEIMPROVEMENT,E,7650,19.29,0.23,Y,20,Very High,0.9850234571113272,75%+,Critical Review
44,24000,MORTGAGE,HOMEIMPROVEMENT,D,7750,15.58,0.32,Y,16,Very High,0.9850129269190432,75%+,Critical Review
25,29120,RENT,HOMEIMPROVEMENT,D,6400,16.29,0.22,N,17,Very High,0.9850091842974716,75%+,Critical Review
33,25000,RENT,EDUCATION,D,8000,15.31,0.32,N,13,High,0.9849051004700248,75%+,Critical Review
25,13200,RENT,DEBTCONSOLIDATION,A,6625,8.63,0.5,N,11,High,0.9847691370403848,75%+,Critical Review
24,74000,OWN,DEBTCONSOLIDATION,G,35000,20.11,0.47,N,16,Very High,0.9847434532682212,75%+,Critical Review
32,24000,RENT,VENTURE,D,9000,15.62,0.38,N,16,Very High,0.9847016574435512,75%+,Critical Review
24,33000,RENT,DEBTCONSOLIDATION,B,20000,10.99,0.61,N,12,High,0.9846964671479732,75%+,Critical Review
31,30000,MORTGAGE,DEBTCONSOLIDATION,D,11225,13.62,0.37,Y,16,Very High,0.984680207469854,75%+,Critical Review
28,19000,RENT,DEBTCONSOLIDATION,B,9250,11.49,0.49,N,12,High,0.9846664009938372,75%+,Critical Review
26,47500,RENT,PERSONAL,E,19000,16.7,0.4,Y,21,Very High,0.9846618431424738,75%+,Critical Review
22,39000,OWN,EDUCATION,F,25000,16.08,0.64,N,17,Very High,0.9846470127268744,75%+,Critical Review
29,30000,RENT,HOMEIMPROVEMENT,E,6000,17.99,0.2,N,17,Very High,0.984639999090152,75%+,Critical Review
26,18000,RENT,DEBTCONSOLIDATION,C,8500,14.27,0.47,N,13,High,0.9844925295518316,75%+,Critical Review
21,9600,RENT,HOMEIMPROVEMENT,D,2000,15.99,0.21,N,13,High,0.9844789346377926,75%+,Critical Review
24,30000,RENT,MEDICAL,E,8000,16.82,0.27,Y,21,Very High,0.98446763657635,75%+,Critical Review
26,54000,RENT,DEBTCONSOLIDATION,D,25000,14.83,0.46,Y,19,Very High,0.984433940858475,75%+,Critical Review
22,56400,RENT,HOMEIMPROVEMENT,D,25000,14.96,0.44,Y,19,Very High,0.9844184053412478,75%+,Critical Review
23,33600,RENT,MEDICAL,D,11000,15.65,0.33,Y,18,Very High,0.9843988716055242,75%+,Critical Review
24,48000,RENT,VENTURE,D,24000,16.29,0.5,Y,22,Very High,0.9843928930018032,75%+,Critical Review
21,33000,RENT,DEBTCONSOLIDATION,D,10000,15.31,0.3,N,14,High,0.984337964064875,75%+,Critical Review
22,31000,RENT,MEDICAL,D,9250,14.11,0.3,N,14,High,0.9843302478883832,75%+,Critical Review
26,103872,RENT,DEBTCONSOLIDATION,G,24000,20.03,0.23,N,17,Very High,0.984324844937464,75%+,Critical Review
25,36960,RENT,DEBTCONSOLIDATION,D,12500,14.61,0.34,Y,18,Very High,0.9843165764699428,75%+,Critical Review
28,40000,RENT,DEBTCONSOLIDATION,E,12000,15.57,0.3,N,17,Very High,0.9842869864674508,75%+,Critical Review
35,54000,RENT,DEBTCONSOLIDATION,E,17250,19.42,0.32,N,17,Very High,0.9842652158343952,75%+,Critical Review
42,32400,RENT,DEBTCONSOLIDATION,D,8875,16.29,0.27,N,15,Very High,0.9842550820476682,75%+,Critical Review
26,56000,RENT,MEDICAL,E,22000,17.19,0.39,N,17,Very High,0.9842345629492028,75%+,Critical Review
25,43000,RENT,MEDICAL,D,15000,15.57,0.35,N,14,High,0.984197288821748,75%+,Critical Review
31,51500,RENT,HOMEIMPROVEMENT,D,19000,14.83,0.37,N,13,High,0.9841492711383428,75%+,Critical Review
23,44000,RENT,DEBTCONSOLIDATION,D,13000,16.29,0.3,N,16,Very High,0.9839445224174692,75%+,Critical Review
45,47000,RENT,MEDICAL,E,15000,16.4,0.32,Y,20,Very High,0.9839101678525018,75%+,Critical Review
24,10668,RENT,HOMEIMPROVEMENT,A,5000,7.88,0.47,N,10,High,0.9838967163632528,75%+,Critical Review
23,30000,MORTGAGE,EDUCATION,E,12000,16.45,0.4,Y,20,Very High,0.9838966134803964,75%+,Critical Review
27,30000,RENT,PERSONAL,D,10000,15.31,0.33,N,16,Very High,0.9838736032116112,75%+,Critical Review
22,44000,RENT,EDUCATION,E,20000,15.68,0.45,N,16,Very High,0.9838442496220856,75%+,Critical Review
23,55365,MORTGAGE,PERSONAL,F,25000,19.04,0.45,N,17,Very High,0.9837184615881176,75%+,Critical Review
24,40000,RENT,MEDICAL,D,14000,15.58,0.35,Y,19,Very High,0.9837093207877668,75%+,Critical Review
27,34000,RENT,MEDICAL,D,10000,16.77,0.29,N,15,Very High,0.9837088798347244,75%+,Critical Review
24,23196,RENT,EDUCATION,D,7500,13.24,0.32,N,17,Very High,0.9836737360898198,75%+,Critical Review
29,30996,RENT,DEBTCONSOLIDATION,B,18000,10.75,0.58,N,12,High,0.9836447233046076,75%+,Critical Review
31,32400,RENT,DEBTCONSOLIDATION,C,20500,11.03,0.63,Y,16,Very High,0.983543452605681,75%+,Critical Review
22,57175,RENT,HOMEIMPROVEMENT,F,16000,17.15,0.28,N,16,Very High,0.983454642020761,75%+,Critical Review
37,88000,RENT,PERSONAL,G,25000,19.66,0.28,Y,21,Very High,0.9833681509352562,75%+,Critical Review
27,21840,RENT,VENTURE,E,6500,16.35,0.3,N,19,Very High,0.9832353334545908,75%+,Critical Review
25,39000,RENT,EDUCATION,D,16000,15.65,0.41,N,15,Very High,0.9832000241076744,75%+,Critical Review
25,34000,RENT,HOMEIMPROVEMENT,B,20000,8.88,0.59,N,10,High,0.9831842912453636,75%+,Critical Review
